title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,is_eemcs?,is_ee?,is_tcs?,ut_corresponding_author,all_authors,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,best_oa_link,pdf_link_best_oa,other_oa_links,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
A Design of the Resilient Enterprise: A Reference Architecture for Emergent Behaviors Control,https://doi.org/10.3390/s20226672,2020,journal-article,,Building Resilient Supply Chain | Industry 4.0 and Digital Transformation in Manufacturing | Log Analysis and System Performance Diagnosis | Design and Operation of Reconfigurable Manufacturing Systems | Information Security Policy Compliance and Awareness,,Rob Bemthuis | Paul J.M. Havinga | Maria-Eugenia Iacob,PS,True,False,True,Rob Bemthuis | Paul J.M. Havinga,Rob Bemthuis | Paul J.M. Havinga | Maria-Eugenia Iacob,,True,gold,True,True,cc-by,,https://doi.org/10.3390/s20226672,https://www.mdpi.com/1424-8220/20/22/6672/pdf?version=1606204731,https://doi.org/10.3390/s20226672,https://www.mdpi.com/1424-8220/20/22/6672/pdf?version=1606204731,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700700 | https://research.utwente.nl/en/publications/a-design-of-the-resilient-enterprise(b0be0920-e15b-457a-8f57-84ae817b75ab).html | https://ris.utwente.nl/ws/files/247215612/sensors_20_06672_v2.pdf,https://openalex.org/W3109678509,https://research.utwente.nl/en/publications/b0be0920-e15b-457a-8f57-84ae817b75ab,https://ris.utwente.nl/ws/files/247215612/sensors_20_06672_v2.pdf,,,Sensors,1424-8220,,MDPI AG,20,22,6672-6672,1,,https://openalex.samuelmok.cc/paper/36088,https://openalex.samuelmok.cc/api/paper/36088,https://openalex.samuelmok.cc/api/pureentry/88087,https://openalex.samuelmok.cc/api/pilotpure/9832
Symbolic Parity Game Solvers that Yield Winning Strategies,https://doi.org/10.4204/eptcs.326.2,2020,journal-article,,,,Tom van Dijk,FMT,True,False,True,,Oebele Lijzenga | Tom van Dijk,,True,gold,True,True,cc-by-nc-nd,,,https://arxiv.org/pdf/2009.10876,,https://arxiv.org/pdf/2009.10876,https://research.utwente.nl/en/publications/6fa34a6e-8778-4741-b7ad-f847bf39c92d | https://ris.utwente.nl/ws/files/253278668/Lijzenga2020symbolic.pdf,https://openalex.org/W3099073193,https://research.utwente.nl/en/publications/6fa34a6e-8778-4741-b7ad-f847bf39c92d,https://ris.utwente.nl/ws/files/253278668/Lijzenga2020symbolic.pdf,,,arXiv (Cornell University),,,,326,,18-32,15,,https://openalex.samuelmok.cc/paper/36923,https://openalex.samuelmok.cc/api/paper/36923,https://openalex.samuelmok.cc/api/pureentry/88781,https://openalex.samuelmok.cc/api/pilotpure/9632
A survey of face recognition techniques under occlusion,https://doi.org/10.48550/arxiv.2006.11366,2020,posted-content,,Face Recognition and Analysis Techniques | Face Recognition and Dimensionality Reduction Techniques | Image Feature Retrieval and Recognition Techniques | Visual Object Tracking and Person Re-identification | Biometric Recognition and Security Systems,,Luuk Spreeuwers | Raymond Veldhuis | Dan Zeng,DMB,True,True,True,,Luuk Spreeuwers | Raymond Veldhuis | Dan Zeng,,True,green,True,False,,,https://arxiv.org/abs/2006.11366,https://arxiv.org/pdf/2006.11366,https://arxiv.org/abs/2006.11366,https://arxiv.org/pdf/2006.11366,https://research.utwente.nl/en/publications/da0cd339-7760-440f-9af9-9085d90b624a | https://research.utwente.nl/files/278695462/Zeng_2021_A_survey_of_face_recognition_techni.pdf,https://openalex.org/W3035941258,,,,,arXiv (Cornell University),,,,,,581-606,26,,https://openalex.samuelmok.cc/paper/37043,https://openalex.samuelmok.cc/api/paper/37043,,
Topological Insights into Sparse Neural Networks,https://doi.org/10.48550/arxiv.2006.14085,2020,posted-content,,Graph Neural Network Models and Applications | Computational Modeling of Visual Saliency Detection | Image Feature Retrieval and Recognition Techniques,,Zahra Atashgahi,DMB,True,True,True,,Zahra Atashgahi | Decebal Constantin Mocanu | Mykola Pechenizkiy | Davide Ferraro | Shiwei Liu | Ghada Sokar | Tim van der Lee | Anil Yaman,,True,green,True,True,,,https://arxiv.org/abs/2006.14085,https://arxiv.org/pdf/2006.14085,https://arxiv.org/abs/2006.14085,https://arxiv.org/pdf/2006.14085,https://research.utwente.nl/en/publications/topological-insights-into-sparse-neural-networks(badb48ee-9c4f-4db4-855c-237f64bc21e2).html | https://ris.utwente.nl/ws/files/248267335/2006.14085v2.pdf | http://arxiv.org/abs/2006.14085 | http://arxiv.org/pdf/2006.14085,https://openalex.org/W3039421672,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37046,https://openalex.samuelmok.cc/api/paper/37046,,
Of Flesh and Steel: Computational Creativity in Music and the Body Issue,https://doi.org/10.51191/issn.2637-1898.2020.3.4.24,2020,journal-article,,Interactive Evolutionary Music Systems and Instruments,,Stefano M. Nicoletti,FMT,True,False,True,,Stefano M. Nicoletti | Mattia Merlini,,True,gold,False,False,cc-by-nc-sa,,https://doi.org/10.51191/issn.2637-1898.2020.3.4.24,https://insam-institute.com/wp-content/uploads/2020/07/3.-INSAM-Journal-4-Merlini-and-Nicoletti-24-42-1.pdf,https://doi.org/10.51191/issn.2637-1898.2020.3.4.24,https://insam-institute.com/wp-content/uploads/2020/07/3.-INSAM-Journal-4-Merlini-and-Nicoletti-24-42-1.pdf,,https://openalex.org/W4384613005,,,,,INSAM,2637-1898,,,,4,24-42,19,,https://openalex.samuelmok.cc/paper/37085,https://openalex.samuelmok.cc/api/paper/37085,,
Storm-induced sediment supply to coastal dunes on sand flats,https://doi.org/10.5194/esurf-8-335-2020,2020,journal-article,,Aeolian Geomorphology and Wind Erosion Dynamics | Coastal Dynamics and Climate Change Impacts | Importance of Mangrove Ecosystems in Coastal Protection | Climate Change and Paleoclimatology | Sedimentary Processes in Earth's Geology,,Suzanne J.M.H. Hulscher | Filipe Galiforni Silva | Kathelijne Mariken Wijnberg,SCS,True,False,True,Filipe Galiforni Silva | Suzanne J.M.H. Hulscher | Kathelijne Mariken Wijnberg,Suzanne J.M.H. Hulscher | Filipe Galiforni Silva | Kathelijne Mariken Wijnberg,,True,gold,True,True,cc-by,,https://doi.org/10.5194/esurf-8-335-2020,https://esurf.copernicus.org/articles/8/335/2020/esurf-8-335-2020.pdf,https://doi.org/10.5194/esurf-8-335-2020,https://esurf.copernicus.org/articles/8/335/2020/esurf-8-335-2020.pdf,https://ris.utwente.nl/ws/files/190925221/10.5194_esurf_8_335_2020.pdf,https://openalex.org/W2915531695,https://research.utwente.nl/en/publications/42e2396f-e14b-4636-a2da-6c544cbcf143,https://ris.utwente.nl/ws/files/190925221/10.5194_esurf_8_335_2020.pdf,,,Earth surface dynamics,2196-632X,2196-6311,Copernicus Publications,8,2,335-350,16,,https://openalex.samuelmok.cc/paper/37291,https://openalex.samuelmok.cc/api/paper/37291,https://openalex.samuelmok.cc/api/pureentry/90040,
MULTI-AGENT PATH PLANNING OF ROBOTIC SWARMS IN AGRICULTURAL FIELDS,https://doi.org/10.5194/isprs-annals-v-1-2020-361-2020,2020,journal-article,,Swarm Intelligence Optimization Algorithms | Vehicle Routing Problem and Variants | Sampling-Based Motion Planning Algorithms | Application of Genetic Programming in Machine Learning | Unmanned Aerial Vehicle Communications,,Nicolò Botteghi | Andreas Kamilaris,PS,True,False,True,,Nicolò Botteghi | Andreas Kamilaris | Lior Sinai | Beril Sırmaçek,,True,gold,True,True,cc-by,,https://doi.org/10.5194/isprs-annals-v-1-2020-361-2020,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/V-1-2020/361/2020/isprs-annals-V-1-2020-361-2020.pdf,https://doi.org/10.5194/isprs-annals-v-1-2020-361-2020,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/V-1-2020/361/2020/isprs-annals-V-1-2020-361-2020.pdf,https://zenodo.org/record/4580268 | https://zenodo.org/records/4580268/files/ISPRS2020_Multi_agent_Agri_Camera_Ready.pdf | https://research.utwente.nl/en/publications/b4713519-6ba3-4587-92af-d0044ac0a6d4 | https://research.utwente.nl/files/250821359/Botteghi_2020_Multi_agent_path_planning_of_roboti.pdf | https://ris.utwente.nl/ws/files/250821359/Botteghi_2020_Multi_agent_path_planning_of_roboti.pdf,https://openalex.org/W3047184411,https://research.utwente.nl/en/publications/b4713519-6ba3-4587-92af-d0044ac0a6d4,https://ris.utwente.nl/ws/files/250821359/Botteghi_2020_Multi_agent_path_planning_of_roboti.pdf,,,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2196-6346,2194-9042,,V-1-2020,,361-368,8,,https://openalex.samuelmok.cc/paper/37465,https://openalex.samuelmok.cc/api/paper/37465,https://openalex.samuelmok.cc/api/pureentry/89227,https://openalex.samuelmok.cc/api/pilotpure/9704
TRANSFER OF MANURE FROM LIVESTOCK FARMS TO CROP FIELDS AS FERTILIZER USING AN ANT INSPIRED APPROACH,https://doi.org/10.5194/isprs-annals-v-4-2020-139-2020,2020,journal-article,,Traceability in Food Supply Chain Management | Ecological Effects of Roads on Wildlife and Habitat Connectivity,,Andreas Kamilaris,PS,True,False,True,,Andreas Kamilaris | Andries P. Engelbrecht | Andreas Pitsillides | Francesc X. Prenafeta-Boldú,,True,gold,True,True,cc-by,,https://doi.org/10.5194/isprs-annals-v-4-2020-139-2020,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/V-4-2020/139/2020/isprs-annals-V-4-2020-139-2020.pdf,https://doi.org/10.5194/isprs-annals-v-4-2020-139-2020,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/V-4-2020/139/2020/isprs-annals-V-4-2020-139-2020.pdf,https://zenodo.org/record/4580211 | https://zenodo.org/records/4580211/files/published.pdf | http://hdl.handle.net/20.500.12327/943 | https://repositori.irta.cat/bitstream/20.500.12327/943/1/Prenafeta_Transfer_2020.pdf | http://arxiv.org/abs/2006.04573 | http://arxiv.org/pdf/2006.04573 | https://research.utwente.nl/en/publications/eac854af-7a56-4d25-ad86-68769c13aa13 | https://ris.utwente.nl/ws/files/183721486/ISPRS_aco_fertilizer.pdf,https://openalex.org/W3016659185,https://research.utwente.nl/en/publications/eac854af-7a56-4d25-ad86-68769c13aa13,https://ris.utwente.nl/ws/files/183721486/ISPRS_aco_fertilizer.pdf,http://www.scopus.com/inward/record.url?scp=85092137595&partnerID=8YFLogxK,,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2196-6346,2194-9042,,V-4-2020,,139-146,8,,https://openalex.samuelmok.cc/paper/37483,https://openalex.samuelmok.cc/api/paper/37483,https://openalex.samuelmok.cc/api/pureentry/89207,https://openalex.samuelmok.cc/api/pilotpure/9962
REINFORCEMENT LEARNING HELPS SLAM: LEARNING TO BUILD MAPS,https://doi.org/10.5194/isprs-archives-xliii-b4-2020-329-2020,2020,journal-article,,Simultaneous Localization and Mapping | Sampling-Based Motion Planning Algorithms | Reinforcement Learning Algorithms | Distributed Multi-Agent Coordination and Control | Self-Reconfigurable Robotic Systems and Modular Robotics,,Nicolò Botteghi | Christoph Brüne | Mannes Poel,DMB,True,True,True,,Nicolò Botteghi | Christoph Brüne | Mannes Poel | R. Schulte | Beril Sırmaçek,,True,gold,True,True,cc-by,,https://doi.org/10.5194/isprs-archives-xliii-b4-2020-329-2020,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLIII-B4-2020/329/2020/isprs-archives-XLIII-B4-2020-329-2020.pdf,https://doi.org/10.5194/isprs-archives-xliii-b4-2020-329-2020,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLIII-B4-2020/329/2020/isprs-archives-XLIII-B4-2020-329-2020.pdf,https://research.utwente.nl/en/publications/2dc0bbb8-cc62-4d1c-8e4f-eb187f5c2d55 | https://research.utwente.nl/files/231969836/isprs_archives_XLIII_B4_2020_329_2020.pdf | https://ris.utwente.nl/ws/files/231969836/isprs_archives_XLIII_B4_2020_329_2020.pdf,https://openalex.org/W3081263896,https://research.utwente.nl/en/publications/2dc0bbb8-cc62-4d1c-8e4f-eb187f5c2d55,https://ris.utwente.nl/ws/files/231969836/isprs_archives_XLIII_B4_2020_329_2020.pdf,http://www.scopus.com/inward/record.url?scp=85091581618&partnerID=8YFLogxK,,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",1682-1750,1682-1777,,XLIII-B4-2020,,329-335,7,,https://openalex.samuelmok.cc/paper/37595,https://openalex.samuelmok.cc/api/paper/37595,https://openalex.samuelmok.cc/api/pureentry/89190,https://openalex.samuelmok.cc/api/pilotpure/9888
Seasonal and interannual variabilities of the barrier layer thickness in the tropical Indian Ocean,https://doi.org/10.5194/os-16-1285-2020,2020,journal-article,,,,Zhongbo Su | Xu Yuan,DMB,True,True,True,,Zhongbo Su | Xu Yuan | Xiaolong Yu,,True,gold,True,True,cc-by,,https://doi.org/10.5194/os-16-1285-2020,https://os.copernicus.org/articles/16/1285/2020/os-16-1285-2020.pdf,https://doi.org/10.5194/os-16-1285-2020,https://os.copernicus.org/articles/16/1285/2020/os-16-1285-2020.pdf,https://research.utwente.nl/en/publications/f0981c21-edf7-42df-8e70-0d635547f06e | https://ris.utwente.nl/ws/files/248868951/os_16_1285_2020.pdf | https://doi.org/10.5194/os-2019-12 | https://os.copernicus.org/preprints/os-2019-12/os-2019-12.pdf,https://openalex.org/W2941078439,https://research.utwente.nl/en/publications/f0981c21-edf7-42df-8e70-0d635547f06e,https://ris.utwente.nl/ws/files/248868951/os_16_1285_2020.pdf,,,Ocean Science,1812-0784,1812-0792,Copernicus GmbH,16,5,1285-1296,12,,https://openalex.samuelmok.cc/paper/37731,https://openalex.samuelmok.cc/api/paper/37731,https://openalex.samuelmok.cc/api/pureentry/88396,
Proceedings of the 8th International Conference on Model-Driven Engineering and Software Development,https://doi.org/10.5220/0000132100002510,2020,proceedings,,,,Luís Ferreira Pires,SCS,True,False,True,,Luís Ferreira Pires | Slimane Hammoudi | Bran Selić,,False,closed,False,False,,,https://doi.org/10.5220/0000132100002510,,,,,https://openalex.org/W4232520845,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37758,https://openalex.samuelmok.cc/api/paper/37758,,
Applying Machine Learning on Patient-Reported Data to Model the Selection of Appropriate Treatments for Low Back Pain: A Pilot Study,https://doi.org/10.5220/0008962101170124,2020,proceedings-article,978-989-758-398-8,Global Burden of Chronic Pain | Automated Spine Segmentation and Identification,,Wendy Oude Nijeweme d’Hollosy | Catharina Gerarda Maria Groothuis-Oudshoorn | Hermie Hermens | Mannes Poel | Lex van Velsen,DMB,True,True,True,,Wendy Oude Nijeweme d’Hollosy | Catharina Gerarda Maria Groothuis-Oudshoorn | Hermie Hermens | Mannes Poel | Lex van Velsen | Remko Soer | Patrick Stegeman,,True,green,True,True,,,https://doi.org/10.5220/0008962101170124,,https://research.utwente.nl/en/publications/cda9fc1e-ed59-4bdc-8b23-57c4821ae2a5,https://ris.utwente.nl/ws/files/282805448/89621.pdf,,https://openalex.org/W3011234242,https://research.utwente.nl/en/publications/cda9fc1e-ed59-4bdc-8b23-57c4821ae2a5,https://ris.utwente.nl/ws/files/282805448/89621.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37840,https://openalex.samuelmok.cc/api/paper/37840,https://openalex.samuelmok.cc/api/pureentry/90692,https://openalex.samuelmok.cc/api/pilotpure/10004
Verifying Sanitizer Correctness through Black-Box Learning: A Symbolic Finite Transducer Approach,https://doi.org/10.5220/0009371207840795,2020,proceedings-article,978-989-758-399-5,Web Application Security and Vulnerability Detection | Empirical Studies in Software Engineering | Software Reliability Assessment and Prediction | Automated Software Testing Techniques | Language-based Information Flow Security,,Maarten H. Everts | Marieke Huisman,SCS | FMT,True,False,True,,Maarten H. Everts | Marieke Huisman | Sophie Lathouwers,,True,hybrid,True,True,cc-by-nc-nd,,https://doi.org/10.5220/0009371207840795,,https://doi.org/10.5220/0009371207840795,,https://research.utwente.nl/en/publications/96fcbbf3-e78e-4814-8ffa-dd5a2b9b12fb | https://ris.utwente.nl/ws/files/189314005/Lathouwers2020verifying.pdf,https://openalex.org/W3013946938,https://research.utwente.nl/en/publications/96fcbbf3-e78e-4814-8ffa-dd5a2b9b12fb,https://ris.utwente.nl/ws/files/189314005/Lathouwers2020verifying.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37841,https://openalex.samuelmok.cc/api/paper/37841,https://openalex.samuelmok.cc/api/pureentry/91297,https://openalex.samuelmok.cc/api/pilotpure/9956
Tinkering in Informatics as Teaching Method,https://doi.org/10.5220/0009467304500457,2020,proceedings-article,,Computational Thinking in Education | Remote Laboratories in Engineering Education | Information Technology Skills and Education,,Edwin Dertien | Angelika Mader,HMI,True,True,True,,Edwin Dertien | Ansgar Fehnker | Angelika Mader,,True,hybrid,False,True,cc-by-nc-nd,,https://doi.org/10.5220/0009467304500457,,https://doi.org/10.5220/0009467304500457,,,https://openalex.org/W3026071130,https://research.utwente.nl/en/publications/7844d32c-deb8-490c-b9c3-0918f8592f57,https://ris.utwente.nl/ws/files/221113897/Mader2020tinkering.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37843,https://openalex.samuelmok.cc/api/paper/37843,https://openalex.samuelmok.cc/api/pureentry/90084,https://openalex.samuelmok.cc/api/pilotpure/9914
Analysing Large-Scale Scrum Practices with Respect to Quality Requirements Challenges,https://doi.org/10.5220/0009680600920103,2020,proceedings-article,978-989-758-443-5,Agile Software Development in Software Engineering | Empirical Studies in Software Engineering | Log Analysis and System Performance Diagnosis,,Wasim Alsaqaf | Maya Daneva | Roel Wieringa,SCS,True,False,True,,Wasim Alsaqaf | Maya Daneva | Roel Wieringa,,True,hybrid,False,True,cc-by-nc-nd,,https://doi.org/10.5220/0009680600920103,,https://doi.org/10.5220/0009680600920103,,,https://openalex.org/W3042759755,https://research.utwente.nl/en/publications/e07b6d5f-9e3d-40c7-bae7-c7a878ffc36c,https://ris.utwente.nl/ws/files/251828292/Alsaqaf2020analysing.pdf,http://www.scopus.com/inward/record.url?scp=85091750642&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37844,https://openalex.samuelmok.cc/api/paper/37844,https://openalex.samuelmok.cc/api/pureentry/91581,https://openalex.samuelmok.cc/api/pilotpure/9670
An Approach That Stimulates Architectural Thinking during Requirements Elicitation: An Empirical Evaluation,https://doi.org/10.5220/0009876801870195,2020,proceedings-article,978-989-758-443-5,Agile Software Development in Software Engineering | Autonomic Computing and Self-Adaptive Systems | Empirical Studies in Software Engineering,,Maya Daneva | Roel Wieringa,SCS,True,False,True,,Preethu Rose Anish | Maya Daneva | Roel Wieringa | Smita Ghaisas,,True,hybrid,True,True,cc-by-nc-nd,,https://doi.org/10.5220/0009876801870195,,https://doi.org/10.5220/0009876801870195,,https://research.utwente.nl/en/publications/3d231590-5d63-420e-bb61-19e9f4c6019c | https://ris.utwente.nl/ws/files/251828166/Anish2020approach.pdf,https://openalex.org/W3042338454,https://research.utwente.nl/en/publications/3d231590-5d63-420e-bb61-19e9f4c6019c,https://ris.utwente.nl/ws/files/251828166/Anish2020approach.pdf,http://www.scopus.com/inward/record.url?scp=85091752289&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/37845,https://openalex.samuelmok.cc/api/paper/37845,https://openalex.samuelmok.cc/api/pureentry/91580,https://openalex.samuelmok.cc/api/pilotpure/9671
